N,P,K,temperature,humidity,ph,rainfall,label,Pest,Pesticide,Active Ingredient,Usage Guidelines,Historical Temp (Avg Last 7 days),Historical Humidity (Avg Last 7 days),Historical Rainfall (Last 7 days),Atmospheric Pressure (hPa),Solar Radiation (UV Index),Wind Speed (km/h),Wind Direction (°),Cloud Cover (%),Evapotranspiration Rate (mm/day),Pest Occurrence (Count),Pest Life Cycle Stage,Neighboring Crop Infestation Risk (%),NDVI (Normalized Difference Vegetation Index),Chlorophyll Content (SPAD),Soil Microbial Activity (%),Soil Temp (°C),Soil pH Variability,Disease Symptoms Detected,Fertilizer Usage History
40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,kidneybeans,Brown Planthopper,Thiamethoxam,Dimethoate 30% EC,Spray 2 ml/L water,27.78,60.06,171.99,1036.61,3.86,22.16,289.42,37.54,3.18,15.0,Adult,69.54,0.9,50.04,61.47,29.98,-0.17,Yes,Excess
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,kidneybeans,Mango Hopper,Buprofezin,Spinosad 45% SC,Spray 1.5 ml/L water,16.31,86.45,267.34,985.15,5.65,18.78,205.51,68.88,1.7,40.0,Egg,4.05,0.16,27.56,59.36,24.8,-1.0,Yes,Deficient
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans,Banana Weevil,Spinosad,Spinosad 45% SC,Spray 0.3 ml/L water,30.22,91.91,125.12,999.09,3.95,38.57,44.45,2.03,3.21,11.0,Egg,18.53,0.25,35.31,24.21,18.47,0.71,No,Excess
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,kidneybeans,Fall Armyworm,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray 0.3 ml/L water,18.44,57.19,259.75,982.08,9.55,17.34,25.37,12.76,2.35,39.0,Adult,47.35,0.02,20.23,25.91,19.96,0.41,No,Optimal
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,kidneybeans,Banana Weevil,Dimethoate,Chlorantraniliprole 18.5% SC,Spray 2 ml/L water,29.84,74.9,177.38,1029.34,5.62,13.17,158.05,95.02,3.15,20.0,Adult,96.96,0.89,40.11,72.89,29.6,-0.65,Yes,Optimal
30,63,16,23.60506572,21.90539577,5.5259045260000015,100.5978728,kidneybeans,Stem Borer,Spinosad,Carbofuran 3% GR,Spray at 0.4 ml/L water,34.62,81.15,60.24,1002.29,3.93,17.99,227.5,76.0,4.01,7.0,Egg,45.45,0.63,57.67,23.82,33.71,-0.64,No,Deficient
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,kidneybeans,Stem Borer,Buprofezin,Malathion 50% EC,Apply 0.1 ml/L water,19.8,67.21,110.4,1030.47,6.72,20.2,136.29,78.69,4.16,16.0,Adult,74.46,0.64,29.36,11.29,31.04,-0.63,Yes,Deficient
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,kidneybeans,Stem Borer,Thiamethoxam,Dimethoate 30% EC,Spray 1.5 ml/L water,23.78,89.81,124.6,1042.49,2.74,31.6,83.39,19.92,2.99,22.0,Larva,60.35,0.85,44.87,60.71,33.07,-0.88,No,Optimal
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,kidneybeans,Brown Planthopper,Carbofuran,Buprofezin 25% SC,Spray 0.3 ml/L water,32.51,98.43,63.07,1015.19,9.92,0.23,169.0,66.66,1.76,9.0,Egg,75.25,0.01,38.33,20.35,32.22,-0.28,Yes,Excess
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas,Fruit Fly,Thiamethoxam,Buprofezin 25% SC,Apply 0.2 gm/L water,15.88,65.42,44.59,1036.81,10.7,25.74,218.32,80.81,1.2,40.0,Egg,64.05,0.6,29.77,36.39,16.98,0.56,Yes,Excess
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas,Nematodes,Chlorantraniliprole,Fenamiphos 10% GR,Spray 1.5 ml/L water,30.15,55.47,148.79,1030.26,5.05,12.75,266.77,51.38,1.34,17.0,Adult,40.0,0.79,44.07,69.45,30.98,-0.8,Yes,Deficient
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas,Banana Weevil,Malathion,Malathion 50% EC,Spray 0.3 ml/L water,19.63,46.89,71.69,988.65,4.4,24.6,155.64,43.49,0.69,13.0,Larva,89.49,0.81,21.96,23.6,27.8,-0.78,No,Deficient
27,57,24,27.33534897,43.35795962,6.09186275,142.33036769999995,pigeonpeas,Corn Borer,Malathion,Dimethoate 30% EC,Apply 2 gm/plant base,22.14,56.63,258.06,990.93,1.13,23.48,184.16,87.98,0.52,18.0,Egg,37.84,0.95,28.05,35.11,29.1,0.62,Yes,Deficient
10,79,18,21.0643684,55.46985938,5.624731337999999,184.6226709,pigeonpeas,Nematodes,Chlorantraniliprole,Dimethoate 30% EC,Apply 0.2 gm/L water,17.72,91.18,102.84,1047.55,1.23,15.3,312.49,31.18,1.62,15.0,Adult,65.96,0.05,46.16,18.3,11.69,0.18,Yes,Optimal
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas,Stem Borer,Thiamethoxam,Dimethoate 30% EC,Apply 2 gm/plant base,21.69,66.72,125.28,1007.59,4.05,15.25,14.36,41.67,4.75,23.0,Adult,15.67,0.57,51.72,74.04,24.1,-0.21,No,Optimal
40,70,20,31.80130272,45.03186173,5.623490042999999,147.03614419999997,pigeonpeas,Fall Armyworm,Malathion,Dimethoate 30% EC,Apply 2 gm/plant base,20.16,90.95,3.78,1027.92,3.94,25.51,242.24,68.52,2.92,39.0,Adult,68.66,0.56,23.77,29.99,30.93,0.56,No,Optimal
38,55,19,33.18184225,38.23184742,5.864623352000001,198.8298806,pigeonpeas,Mango Hopper,Thiamethoxam,Dimethoate 30% EC,Spray 2 ml/L water,17.69,62.1,243.47,1043.22,7.76,34.47,340.83,36.45,3.38,35.0,Larva,56.95,0.79,47.71,34.1,20.58,-0.96,No,Deficient
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas,Brown Planthopper,Dimethoate,Thiamethoxam 25% WG,Apply 0.1 ml/L water,34.19,93.42,88.14,1006.18,1.93,23.78,160.86,11.93,3.58,34.0,Larva,42.28,0.47,31.59,75.38,11.55,0.93,Yes,Excess
38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas,Nematodes,Dimethoate,Fenamiphos 10% GR,Spray 2 ml/L water,15.07,85.69,224.74,1001.56,1.9,19.6,127.74,21.47,1.88,32.0,Adult,80.94,0.34,56.93,15.96,14.21,0.65,Yes,Deficient
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas,Stem Borer,Carbofuran,Spinosad 45% SC,Spray 1.5 ml/L water,24.52,94.29,42.57,1028.84,1.3,34.76,222.35,80.53,1.36,21.0,Adult,38.3,0.68,32.4,63.8,15.84,-0.33,Yes,Deficient
16,56,17,33.80020039,40.03262418,7.445444882999999,176.6165894,pigeonpeas,Stem Borer,Spinosad,Thiamethoxam 25% WG,Apply 0.2 gm/L water,25.76,62.34,126.13,1014.17,1.46,5.25,89.75,85.65,3.68,21.0,Egg,10.15,0.67,35.95,15.75,14.14,-0.92,No,Deficient
31,72,17,28.69180475,49.47225353,5.833031707999999,96.36222901,pigeonpeas,Banana Weevil,Carbofuran,Dimethoate 30% EC,Spray 2 ml/L water,34.76,67.08,187.95,985.76,3.77,34.32,218.73,38.16,1.57,43.0,Adult,98.55,0.38,35.41,60.65,10.04,-0.15,Yes,Deficient
16,80,20,31.24021696,56.67369054,7.3393209289999986,122.0146733,pigeonpeas,Fruit Fly,Thiamethoxam,Spinosad 45% SC,Spray 1.5 ml/L water,29.59,99.3,184.56,1030.74,10.17,14.42,109.55,2.27,2.21,15.0,Egg,74.78,0.47,49.19,57.84,23.48,0.3,Yes,Optimal
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas,Nematodes,Malathion,Chlorantraniliprole 18.5% SC,Spray 0.3 ml/L water,24.15,93.16,237.97,1014.35,6.85,27.96,305.49,82.58,4.62,5.0,Egg,96.01,0.19,51.02,55.28,21.33,0.63,No,Deficient
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas,Brown Planthopper,Spinosad,Fenamiphos 10% GR,Spray at 0.4 ml/L water,18.75,76.35,31.97,1000.48,4.92,10.79,43.67,91.44,0.76,35.0,Egg,75.87,0.9,23.88,25.93,16.13,-0.57,No,Excess
18,58,16,21.47607807,38.80023714,4.962661422,180.382234,pigeonpeas,Banana Weevil,Malathion,Buprofezin 25% SC,Spray 1.5 ml/L water,17.88,99.73,81.6,987.71,7.64,39.96,349.8,41.85,3.03,37.0,Adult,61.44,0.17,21.64,31.55,17.51,-0.38,No,Deficient
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas,Banana Weevil,Carbofuran,Fenamiphos 10% GR,Apply 2 gm/plant base,19.01,56.09,267.31,986.47,10.56,16.72,211.33,84.8,2.42,38.0,Egg,12.65,0.66,42.62,11.38,23.33,0.97,No,Deficient
26,67,24,36.97794384,37.73992903,5.642813116,161.48129630000005,pigeonpeas,Fruit Fly,Fenamiphos,Spinosad 45% SC,Spray 2 ml/L water,23.75,78.88,272.32,1027.92,1.21,39.39,251.89,28.77,4.98,39.0,Larva,21.13,0.8,31.08,76.46,17.66,0.77,No,Deficient
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas,Mango Hopper,Malathion,Thiamethoxam 25% WG,Apply 0.1 ml/L water,25.82,86.21,212.13,990.38,8.29,32.02,322.87,10.65,1.59,41.0,Larva,35.76,0.23,37.79,28.63,22.45,0.96,Yes,Excess
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas,Mango Hopper,Spinosad,Fenamiphos 10% GR,Use 1 gm/plant base,28.29,65.92,289.12,1016.21,4.87,19.98,254.45,48.95,2.31,11.0,Larva,14.26,0.25,41.08,64.62,16.51,0.85,No,Deficient
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas,Nematodes,Chlorantraniliprole,Fenamiphos 10% GR,Spray at 0.4 ml/L water,17.92,72.58,19.33,1043.58,4.97,6.42,272.62,10.26,1.66,19.0,Adult,99.44,0.77,24.44,23.99,21.1,-0.94,No,Deficient
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas,Fall Armyworm,Thiamethoxam,Chlorantraniliprole 18.5% SC,Spray 0.3 ml/L water,22.21,97.0,140.5,1007.74,10.38,10.03,175.07,61.56,4.85,12.0,Adult,38.96,0.99,52.91,18.01,19.24,0.25,Yes,Excess
28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas,Fruit Fly,Chlorantraniliprole,Thiamethoxam 25% WG,Apply 0.2 gm/L water,22.31,69.09,119.72,1011.78,9.44,27.05,199.33,6.74,0.81,44.0,Larva,69.97,0.4,38.1,44.97,31.96,0.25,No,Optimal
16,71,24,18.33124824,38.40975482,4.946369874,139.64833169999997,pigeonpeas,Corn Borer,Spinosad,Spinosad 45% SC,Apply 2 gm/plant base,30.47,92.73,283.96,1044.35,8.57,25.5,136.47,87.2,3.57,1.0,Egg,51.76,0.18,24.53,78.38,28.79,0.78,Yes,Deficient
24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas,Stem Borer,Malathion,Carbofuran 3% GR,Apply 0.1 ml/L water,21.17,82.61,203.77,1016.46,7.25,19.93,149.27,31.91,4.78,0.0,Larva,75.93,0.92,20.69,12.93,28.21,-0.9,No,Optimal
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas,Banana Weevil,Spinosad,Thiamethoxam 25% WG,Spray 1.5 ml/L water,28.09,61.14,296.99,1003.2,8.48,36.05,284.52,32.9,4.82,18.0,Larva,63.51,0.6,20.08,19.05,15.73,-0.82,Yes,Optimal
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas,Banana Weevil,Fenamiphos,Spinosad 45% SC,Apply 0.1 ml/L water,23.29,63.01,42.69,1003.6,9.69,19.58,154.21,34.39,1.35,10.0,Adult,78.78,0.43,48.09,48.36,21.51,-0.78,No,Excess
34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas,Nematodes,Dimethoate,Carbofuran 3% GR,Spray 1.5 ml/L water,19.84,43.12,13.88,1039.4,7.9,6.96,189.12,58.97,2.09,42.0,Larva,45.54,0.07,44.54,71.9,17.66,0.3,No,Deficient
1,76,19,24.18553163,46.68746847,6.6695294160000005,177.3377996,pigeonpeas,Fall Armyworm,Dimethoate,Dimethoate 30% EC,Apply 2 gm/plant base,34.93,74.72,199.15,1013.75,6.77,10.96,175.7,8.62,1.56,37.0,Egg,21.17,0.63,28.56,53.84,31.65,0.99,No,Excess
6,69,19,26.88630675,41.69617915,4.7509292180000005,94.46748008,pigeonpeas,Fall Armyworm,Buprofezin,Fenamiphos 10% GR,Use 1 gm/plant base,20.23,79.2,286.8,1007.05,4.89,35.93,272.11,39.56,4.05,1.0,Larva,55.97,0.85,23.06,13.05,34.76,-0.5,Yes,Deficient
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas,Banana Weevil,Spinosad,Chlorantraniliprole 18.5% SC,Apply 0.2 gm/L water,29.08,70.36,246.1,1042.45,2.26,38.15,305.0,59.75,3.4,7.0,Adult,26.71,0.29,27.78,34.27,12.85,-0.03,No,Optimal
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas,Corn Borer,Fenamiphos,Chlorantraniliprole 18.5% SC,Use 1 gm/plant base,19.82,56.16,136.01,1042.02,6.18,4.05,52.16,64.22,3.28,9.0,Larva,23.38,0.81,53.54,44.41,10.63,-0.23,No,Deficient
27,71,23,23.45379018,46.48714759,7.10959773,150.87122019999995,pigeonpeas,Brown Planthopper,Carbofuran,Malathion 50% EC,Use 1 gm/plant base,33.61,48.98,100.95,999.48,10.96,24.78,169.95,1.3,3.34,10.0,Larva,76.92,0.27,27.16,56.35,11.53,0.96,No,Excess
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas,Corn Borer,Spinosad,Spinosad 45% SC,Apply 0.2 gm/L water,25.11,60.03,184.46,1008.89,10.95,2.6,156.46,56.17,0.6,24.0,Adult,9.51,0.84,33.07,65.68,12.1,-0.47,Yes,Optimal
17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas,Mango Hopper,Spinosad,Thiamethoxam 25% WG,Apply 0.1 ml/L water,22.67,85.8,47.19,1036.15,4.37,11.17,163.65,61.18,2.26,31.0,Egg,90.43,0.91,23.06,64.45,30.75,-0.82,Yes,Deficient
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas,Nematodes,Spinosad,Carbofuran 3% GR,Spray 2 ml/L water,30.35,67.53,161.06,998.51,4.58,3.28,29.01,30.41,0.77,2.0,Egg,3.87,0.86,22.55,67.09,24.87,-0.18,No,Optimal
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas,Stem Borer,Carbofuran,Thiamethoxam 25% WG,Use 1 gm/plant base,34.23,93.53,163.59,1042.44,4.75,14.2,69.14,23.73,1.89,14.0,Egg,74.45,0.55,59.56,11.81,12.17,-0.17,No,Excess
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas,Fall Armyworm,Malathion,Thiamethoxam 25% WG,Spray at 0.4 ml/L water,28.86,43.09,66.56,1039.64,4.49,29.07,57.38,61.0,4.76,19.0,Larva,27.09,0.96,55.46,77.22,28.02,0.15,Yes,Excess
39,60,15,35.09357419,30.98685456,5.004074623999999,116.9106908,pigeonpeas,Corn Borer,Spinosad,Thiamethoxam 25% WG,Spray 1.5 ml/L water,23.44,57.42,124.05,1029.5,7.57,13.6,295.07,42.67,1.65,14.0,Larva,83.74,0.17,27.82,37.21,15.99,-0.23,No,Excess
6,66,15,34.93174223,30.40046769,6.3458060110000005,159.2649827,pigeonpeas,Mango Hopper,Malathion,Malathion 50% EC,Spray 2 ml/L water,15.52,52.53,73.11,1032.03,3.33,17.91,223.04,84.35,3.04,28.0,Adult,77.84,0.56,59.69,76.47,31.34,0.81,Yes,Optimal
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas,Nematodes,Thiamethoxam,Buprofezin 25% SC,Apply 0.1 ml/L water,31.69,67.16,33.93,989.6,5.16,27.84,56.59,37.7,0.58,7.0,Larva,66.6,0.5,33.06,52.17,14.23,-0.87,No,Optimal
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas,Stem Borer,Malathion,Dimethoate 30% EC,Spray 1.5 ml/L water,31.61,45.56,165.76,992.3,8.71,23.34,266.66,97.26,1.37,45.0,Egg,59.03,0.74,23.9,41.14,14.15,-0.05,Yes,Excess
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas,Corn Borer,Fenamiphos,Malathion 50% EC,Apply 0.2 gm/L water,19.25,88.08,174.39,1032.95,7.27,25.84,234.26,83.53,1.27,45.0,Egg,85.39,0.58,47.86,40.02,27.75,-0.41,Yes,Optimal
16,73,19,18.41645629,34.80541039,4.684079249,163.27474730000003,pigeonpeas,Nematodes,Malathion,Buprofezin 25% SC,Use 1 gm/plant base,25.84,57.92,104.73,988.6,1.28,22.8,90.39,16.75,1.46,18.0,Egg,19.39,0.57,44.96,71.88,31.92,0.93,Yes,Deficient
23,75,25,31.07508973,47.19847683,7.077170002000001,91.31256412,pigeonpeas,Brown Planthopper,Chlorantraniliprole,Thiamethoxam 25% WG,Apply 0.2 gm/L water,25.18,82.31,188.0,1021.26,4.53,2.01,70.6,63.3,1.15,36.0,Larva,61.13,0.19,22.04,47.65,10.77,0.29,Yes,Deficient
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas,Banana Weevil,Fenamiphos,Thiamethoxam 25% WG,Apply 0.2 gm/L water,31.2,68.06,257.06,993.44,2.85,26.24,108.27,36.34,3.64,36.0,Adult,94.0,0.97,51.45,41.87,15.62,0.2,Yes,Excess
28,59,22,30.90607799,52.79913039,7.05181629,170.99198280000005,pigeonpeas,Mango Hopper,Thiamethoxam,Malathion 50% EC,Spray at 0.4 ml/L water,21.81,55.72,165.87,984.94,6.03,32.46,67.54,87.76,0.7,22.0,Egg,4.31,0.9,53.5,21.19,10.87,-0.22,No,Optimal
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas,Nematodes,Chlorantraniliprole,Carbofuran 3% GR,Apply 0.1 ml/L water,17.91,63.34,290.37,981.41,8.84,23.01,54.49,53.13,4.2,23.0,Larva,46.45,0.8,54.05,32.4,23.65,0.3,Yes,Deficient
36,67,25,35.95176642,36.52780776,6.418062652000001,136.0456753,pigeonpeas,Fall Armyworm,Spinosad,Spinosad 45% SC,Spray 2 ml/L water,21.05,58.51,277.94,1043.69,6.81,15.23,95.42,33.39,2.44,37.0,Adult,95.58,0.02,46.87,31.86,34.59,-0.46,Yes,Excess
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas,Fruit Fly,Carbofuran,Fenamiphos 10% GR,Spray 0.3 ml/L water,25.78,59.23,21.73,1020.14,9.72,32.68,72.42,52.69,1.64,13.0,Adult,51.87,0.94,43.3,69.55,10.64,-0.18,Yes,Deficient
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas,Fruit Fly,Buprofezin,Chlorantraniliprole 18.5% SC,Apply 0.1 ml/L water,23.51,65.29,56.39,981.25,1.01,31.77,260.5,28.21,3.17,34.0,Egg,27.28,0.02,41.91,30.21,32.98,-0.96,Yes,Excess
17,67,18,31.2192752,56.46868874,5.611510977000001,129.20286529999998,pigeonpeas,Fall Armyworm,Spinosad,Dimethoate 30% EC,Spray at 0.4 ml/L water,23.58,82.74,64.23,1001.58,3.25,39.77,79.87,18.51,2.69,33.0,Egg,46.78,0.14,21.99,41.38,24.21,0.41,No,Excess
5,55,18,33.50876355,45.70976142,7.322097972000001,126.6738117,pigeonpeas,Brown Planthopper,Dimethoate,Fenamiphos 10% GR,Apply 0.1 ml/L water,30.91,70.89,210.97,1013.99,10.58,18.96,76.25,10.4,4.99,10.0,Egg,17.23,0.5,39.38,79.42,10.59,-0.29,No,Excess
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas,Fall Armyworm,Buprofezin,Spinosad 45% SC,Apply 2 gm/plant base,24.38,59.51,115.99,1020.56,5.69,12.52,201.62,63.42,2.07,19.0,Larva,87.97,0.44,35.56,43.45,14.01,0.44,Yes,Excess
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas,Mango Hopper,Dimethoate,Spinosad 45% SC,Apply 2 gm/plant base,21.81,92.83,262.26,1027.83,7.01,15.02,112.99,70.45,3.49,31.0,Larva,53.66,0.61,24.55,16.26,17.29,0.92,Yes,Deficient
13,73,20,30.50420876,35.48885969,5.391560417999999,162.59277230000004,pigeonpeas,Mango Hopper,Spinosad,Chlorantraniliprole 18.5% SC,Apply 0.2 gm/L water,20.35,88.04,183.16,981.66,2.93,37.5,306.19,86.79,1.65,49.0,Larva,11.61,0.17,29.2,49.65,21.33,-0.03,No,Deficient
6,63,23,26.01630259,49.94704718,5.906596905,160.33374469999995,pigeonpeas,Fruit Fly,Malathion,Malathion 50% EC,Spray 2 ml/L water,34.22,67.44,119.09,1011.72,6.17,25.46,348.58,80.52,3.94,44.0,Egg,17.37,0.72,25.58,39.07,32.21,0.09,No,Excess
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas,Mango Hopper,Buprofezin,Thiamethoxam 25% WG,Spray 0.3 ml/L water,25.25,89.75,30.17,1006.21,9.92,32.76,5.18,30.53,1.22,9.0,Adult,53.06,0.76,49.42,38.33,13.62,0.99,No,Optimal
25,64,20,33.15122581,32.45974539,4.807776748999999,105.03802749999998,pigeonpeas,Mango Hopper,Fenamiphos,Chlorantraniliprole 18.5% SC,Apply 0.2 gm/L water,17.53,62.98,110.27,982.58,5.79,32.08,279.23,97.12,2.17,46.0,Adult,28.95,0.25,28.25,79.46,21.17,-0.48,No,Deficient
34,75,24,23.50222822,51.29019509,4.760038038999999,192.3023991,pigeonpeas,Nematodes,Malathion,Buprofezin 25% SC,Spray at 0.4 ml/L water,22.8,48.55,78.34,1031.23,2.83,10.54,80.93,33.22,1.9,19.0,Larva,6.1,0.75,44.99,45.86,15.2,0.19,Yes,Excess
20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,pigeonpeas,Fruit Fly,Fenamiphos,Chlorantraniliprole 18.5% SC,Apply 0.1 ml/L water,31.78,86.06,296.05,1037.38,6.91,38.25,157.64,6.73,1.68,2.0,Adult,94.94,0.79,25.1,12.56,12.09,0.11,No,Optimal
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas,Fall Armyworm,Dimethoate,Malathion 50% EC,Spray 0.3 ml/L water,33.32,97.61,204.5,1006.14,3.91,15.72,20.36,30.55,4.47,23.0,Adult,55.44,0.69,35.85,57.99,34.83,0.34,No,Deficient
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas,Banana Weevil,Dimethoate,Chlorantraniliprole 18.5% SC,Spray 1.5 ml/L water,28.26,53.62,251.46,1048.22,5.5,1.71,173.13,17.7,4.41,46.0,Egg,30.9,0.0,44.16,14.95,34.23,0.03,No,Deficient
36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,pigeonpeas,Banana Weevil,Dimethoate,Dimethoate 30% EC,Spray 0.3 ml/L water,16.33,61.88,116.55,1007.66,3.95,33.82,317.41,69.64,3.74,0.0,Larva,19.31,0.81,50.96,68.68,24.98,-0.52,Yes,Deficient
7,77,18,20.5591255,60.54880693,6.655918077999999,191.0895109,pigeonpeas,Corn Borer,Chlorantraniliprole,Buprofezin 25% SC,Spray 2 ml/L water,24.62,94.32,242.22,1042.02,5.45,33.39,257.63,68.64,0.7,33.0,Adult,14.62,0.49,54.43,47.56,21.61,-0.85,No,Deficient
29,78,25,19.95991719,59.33157782,5.982854522999999,195.787103,pigeonpeas,Fall Armyworm,Dimethoate,Dimethoate 30% EC,Spray at 0.4 ml/L water,19.49,58.9,106.9,1008.56,3.18,11.61,177.34,24.39,3.83,44.0,Adult,59.38,0.58,56.94,60.39,11.4,-0.09,Yes,Optimal
30,60,21,28.87667593,62.4901206,5.457871272999999,182.2688175,pigeonpeas,Stem Borer,Buprofezin,Dimethoate 30% EC,Apply 0.1 ml/L water,20.84,52.12,149.41,1005.96,3.67,21.85,116.7,68.51,0.59,10.0,Egg,52.51,0.68,45.14,40.02,27.0,0.94,No,Deficient
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas,Stem Borer,Carbofuran,Buprofezin 25% SC,Apply 0.2 gm/L water,21.67,98.51,264.61,1049.97,8.7,34.61,171.75,67.48,1.84,11.0,Egg,98.7,0.78,59.98,24.99,14.2,0.82,No,Excess
19,57,23,23.6734328,47.2879691,7.342409555,141.12507219999995,pigeonpeas,Banana Weevil,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,19.8,93.46,53.74,1043.13,7.57,10.09,325.67,30.03,2.18,45.0,Egg,46.14,0.5,25.48,36.4,12.7,0.28,No,Optimal
3,60,19,25.74679443,40.7192594,4.820788186000001,100.7791633,pigeonpeas,Stem Borer,Dimethoate,Buprofezin 25% SC,Spray 1.5 ml/L water,33.61,67.74,286.57,1012.13,6.59,23.92,258.37,12.98,4.31,30.0,Larva,2.7,0.82,20.97,51.82,20.95,0.17,No,Deficient
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas,Fruit Fly,Thiamethoxam,Fenamiphos 10% GR,Spray 1.5 ml/L water,32.87,69.65,234.98,1011.4,5.38,34.01,175.36,51.95,2.83,44.0,Larva,3.39,0.49,34.57,77.26,23.78,-0.82,No,Excess
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas,Brown Planthopper,Spinosad,Malathion 50% EC,Spray 0.3 ml/L water,15.74,50.81,151.62,988.35,5.82,27.17,85.19,73.31,1.75,1.0,Larva,90.14,0.16,37.08,34.27,24.08,-0.31,No,Optimal
37,73,21,29.50304807,63.46513414,5.560224582999999,189.5208915,pigeonpeas,Banana Weevil,Spinosad,Fenamiphos 10% GR,Apply 0.2 gm/L water,16.17,72.41,215.5,1039.67,2.55,4.84,47.78,23.39,2.36,9.0,Egg,31.74,0.57,39.82,42.06,29.25,0.88,Yes,Excess
9,59,24,20.43517772,39.37252634,4.747352458,137.22796619999997,pigeonpeas,Brown Planthopper,Fenamiphos,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,29.55,53.07,200.3,1010.24,5.04,35.63,282.22,23.13,1.58,49.0,Adult,33.06,0.18,47.7,36.52,11.82,0.69,Yes,Excess
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas,Fruit Fly,Buprofezin,Spinosad 45% SC,Apply 0.2 gm/L water,26.45,96.61,127.11,983.15,2.97,12.06,351.29,82.68,2.31,25.0,Egg,67.16,0.87,35.4,35.27,20.32,-0.43,Yes,Deficient
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas,Stem Borer,Fenamiphos,Buprofezin 25% SC,Apply 2 gm/plant base,29.8,57.88,49.93,1018.09,9.92,21.14,268.79,87.95,2.54,50.0,Egg,17.36,0.36,22.73,76.34,20.12,-0.47,Yes,Excess
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas,Corn Borer,Dimethoate,Thiamethoxam 25% WG,Spray 0.3 ml/L water,17.81,62.06,258.11,1010.3,4.47,30.95,16.18,85.09,2.0,21.0,Larva,36.0,0.27,41.85,37.27,30.11,-0.86,Yes,Optimal
